!!SBtab	SBtabVersion='0.9.1' TableID='Reaction' TableType='Reaction' TableName='transformed standard Gibbs free energies of reaction, dG0_prime' QuantityType='standard Gibbs free energy of reaction' Unit='kJ/mol' pH='7.0' Temperature='298.15' TemperatureUnit='kelvin' 'IonicStrength='0.1' IoniStrengthUnit='mM' UniqueKeys='False'			
!Identifiers:kegg.reaction	!Mean	   !Std	!Comment
R01135	11.5	4.2	
R01137	3.1	2.9	
R01138	24.6	3.0	
R01139	-20.4	2.9	
R01140	-17.7	3.0	
R01142	-379.1	10.2	
R01143	-380.0	10.2	
R01144	-0.3	7.7	
R01145			uncertainty is too high
R01146			uncertainty is too high
R01147	-1.0	15.1	
R01148	0.4	4.3	
R01149	-5.0	7.0	
R01150	-24.6	8.2	
R01151	-93.2	11.9	
R01152	-51.9	13.1	
R01153			uncertainty is too high
R01154	-20.4	11.0	
R01155	2.3	8.7	
R01156	-9.6	11.0	
R01157	-57.9	15.5	
R01158	-6.3	16.4	
R01159			uncertainty is too high
R01160	-27.4	4.1	
R01161	-13.0	3.2	
R01163	-29.3	16.6	
R01164	-36.7	11.7	
R01166	2.3	20.4	
R01167	-27.4	7.0	
R01168	5.0	2.1	
R01169			uncertainty is too high
R01171	57.0	30.6	
R01172	-7.7	5.6	
R01173	-6.7	5.6	
R01174	21.3	31.2	
R01175	40.0	31.2	
R01176	-0.4	6.5	
R01177	35.2	31.8	
R01178			uncertainty is too high
R01179	-4.1	30.9	
R01180	32.3	5.0	
R01181	-2.7	31.1	
R01182	-5.7	2.8	
R01183	5.3	3.2	
R01184	-406.3	16.8	
R01185	-20.7	30.9	
R01186	-20.7	30.9	
R01187	-20.7	30.9	
R01188			uncertainty is too high
R01189			uncertainty is too high
R01190			uncertainty is too high
R01192	-16.5	4.9	
R01193			uncertainty is too high
R01194	-4.4	4.6	
R01195	-21.0	11.7	
R01196	13.3	13.2	
R01197	5.3	13.9	
R01199	5.7	15.9	
R01200	-9.1	4.8	
R01201	-11.5	5.0	
R01202	-29.5	4.2	
R01203	-163.0	9.3	
R01204	-20.8	7.8	
R01205	-13.9	5.3	
R01206	-123.5	5.3	
R01207	3.7	4.1	
R01209	-35.6	6.0	
R01210	-24.6	8.0	
R01211	1.4	11.5	
R01212	42.1	6.9	
R01213	25.2	7.0	
R01214	3.2	6.9	
R01215	3.4	6.9	
R01216	19.9	9.8	
R01217	-59.9	14.2	
R01218	8.9	2.2	
R01220	9.9	2.3	
R01221	22.7	7.2	
R01224	38.9	8.3	
R01225	3.4	4.3	
R01226	5.5	11.3	
R01227	-5.9	6.7	
R01228	-20.5	6.7	
R01229	28.6	4.4	
R01230			uncertainty is too high
R01231			uncertainty is too high
R01232			uncertainty is too high
R01233	-33.3	6.9	
R01234			uncertainty is too high
R01235			uncertainty is too high
R01236			uncertainty is too high
R01237			uncertainty is too high
R01238	-11.0	12.1	
R01239			uncertainty is too high
R01240	-60.6	13.5	
R01241	68.7	10.4	
R01242			uncertainty is too high
R01243			uncertainty is too high
R01244	-22.0	3.2	
R01245	-4.9	3.5	
R01246	23.9	3.0	
R01248	51.1	5.8	
R01249	24.9	2.9	
R01251	52.0	5.8	
R01252	-465.7	19.1	
R01253			uncertainty is too high
R01255	-5.4	16.2	
R01256	-6.7	7.1	
R01257	13.4	5.9	
R01258			uncertainty is too high
R01259			uncertainty is too high
R01260			uncertainty is too high
R01261			uncertainty is too high
R01262			uncertainty is too high
R01263			uncertainty is too high
R01264			uncertainty is too high
R01265			uncertainty is too high
R01266	20.4	14.3	
R01267			uncertainty is too high
R01268	-6.5	6.3	
R01269			uncertainty is too high
R01270	-21.3	10.0	
R01271	13.5	10.1	
R01273	-28.3	6.8	
R01274	-22.1	12.4	
R01277	-14.1	21.3	
R01278	66.3	4.1	
R01279	48.3	7.0	
R01280	-12.4	12.4	
R01281	10.5	7.6	
R01282			uncertainty is too high
R01283	-2.0	12.1	
R01285	1.5	14.8	
R01286	1.5	14.8	
R01287	-65.0	10.9	
R01288	-56.0	11.7	
R01289	-30.1	5.3	
R01290	-30.1	5.3	
R01291	-11.9	15.4	
R01292	-4.6	26.1	
R01293	-35.5	10.4	
R01294	-34.5	10.4	
R01295	-443.3	10.7	
R01296	-442.4	14.3	
R01297	-453.4	15.6	
R01298	-443.3	14.3	
R01299	-454.4	15.6	
R01300	-10.1	10.6	
R01301	-24.4	31.8	
R01302	85.7	16.8	
R01303			uncertainty is too high
R01304	-60.6	12.2	
R01305	-508.5	12.1	
R01306			uncertainty is too high
R01307			uncertainty is too high
R01308	42.6	11.2	
R01309			uncertainty is too high
R01310			uncertainty is too high
R01312			uncertainty is too high
R01313			uncertainty is too high
R01314			uncertainty is too high
R01315			uncertainty is too high
R01316			uncertainty is too high
R01317			uncertainty is too high
R01318			uncertainty is too high
R01319			uncertainty is too high
R01320			uncertainty is too high
R01321			uncertainty is too high
R01322	-7.2	3.8	
R01323	-10.8	3.9	
R01324	7.6	0.7	
R01325	8.3	2.2	
R01326	-16.8	2.8	
R01327	-20.5	4.0	
R01328			uncertainty is too high
R01329	3.1	5.6	
R01330	-19.9	3.9	
R01333	-58.8	4.6	
R01334	-29.8	4.1	
R01335	64.8	4.5	
R01336	-17.8	5.9	
R01337			uncertainty is too high
R01338			uncertainty is too high
R01339			uncertainty is too high
R01340			uncertainty is too high
R01341			uncertainty is too high
R01342			uncertainty is too high
R01343			uncertainty is too high
R01344			uncertainty is too high
R01346			uncertainty is too high
R01347			uncertainty is too high
R01348			uncertainty is too high
R01349			uncertainty is too high
R01350			uncertainty is too high
R01351			uncertainty is too high
R01352			uncertainty is too high
R01353	32.2	5.5	
R01354			uncertainty is too high
R01355	1.3	5.8	
R01357	1.2	2.8	
R01358	-35.7	2.8	
R01359	-5.7	2.8	
R01360	-18.8	30.6	
R01361	11.5	1.5	
R01364	75.1	7.5	
R01365	1.7	30.9	
R01366	-17.2	8.1	
R01367			uncertainty is too high
R01368			uncertainty is too high
R01369			uncertainty is too high
R01370	35.8	8.8	
R01371	36.8	8.9	
R01372	-507.1	12.2	
R01373	-67.6	22.1	
R01374			uncertainty is too high
R01375	-11.2	6.1	
R01376	-36.4	10.8	
R01377	-27.8	10.8	
R01378	5.7	5.8	
R01381	0.4	5.8	
R01383			uncertainty is too high
R01384	-10.3	6.9	
R01385	-1.1	3.4	
R01386	-9.6	6.8	
R01387	-1.9	2.3	
R01388	31.9	0.8	
R01390	-1.1	8.1	
R01392	32.8	1.0	
R01393	-19.8	7.1	
R01394	1.4	3.4	
R01395	16.6	4.1	
R01396	-5.1	9.1	
R01397	-21.3	5.8	
R01398	-28.9	5.8	
R01399	-0.9	13.0	
R01400			uncertainty is too high
R01401	-11.9	4.4	
R01402	11.4	5.8	
R01403			uncertainty is too high
R01404			uncertainty is too high
R01406			uncertainty is too high
R01407			uncertainty is too high
R01408	42.0	13.2	
R01409			uncertainty is too high
R01410			uncertainty is too high
R01411	-24.9	13.3	
R01412	-443.8	9.9	
R01413			uncertainty is too high
R01414	4.5	12.7	
R01415	5.5	12.7	
R01416	-36.0	16.7	
R01417			uncertainty is too high
R01418	58.0	30.1	
R01419	-35.8	2.5	
R01420	-34.8	2.5	
R01421	-46.2	10.1	
R01422	-9.5	10.0	
R01423			uncertainty is too high
R01424	-2.3	10.5	
R01425	-0.1	23.1	
R01426	37.0	8.1	
R01427	-204.2	8.9	
R01429	-21.1	5.2	
R01430	-20.1	5.2	
R01431	17.4	2.1	
R01432	3.7	1.2	
R01433	187.1	3.6	
R01434	41.1	6.9	
R01437	-10.5	9.0	
R01438	-343.0	6.2	
R01440	-18.6	5.5	
R01441	-11.1	5.9	
R01442	-143.8	10.8	
R01443			uncertainty is too high
R01444	-13.8	6.0	
R01445	1.2	6.0	
R01446	-45.8	4.0	
R01447	-2.9	1.1	
R01448			uncertainty is too high
R01449	14.0	30.5	
R01450	3.1	4.2	
R01451			uncertainty is too high
R01452			uncertainty is too high
R01453			uncertainty is too high
R01454			uncertainty is too high
R01456			uncertainty is too high
R01457			uncertainty is too high
R01459			uncertainty is too high
R01460			uncertainty is too high
R01461			uncertainty is too high
R01462			uncertainty is too high
R01463			uncertainty is too high
R01465	31.3	5.3	
R01466	-28.1	5.5	
R01467	12.3	5.2	
R01468	-22.8	6.3	
R01469	-100.6	11.0	
R01470			uncertainty is too high
R01471	-3.7	5.2	
R01472			uncertainty is too high
R01473	-0.1	3.4	
R01474			uncertainty is too high
R01476	-9.9	5.3	
R01478			uncertainty is too high
R01480			uncertainty is too high
R01481	14.5	5.7	
R01482	0.6	5.8	
R01483	-30.6	6.6	
R01484	-25.3	6.6	
R01485			uncertainty is too high
R01486	-36.9	9.9	
R01487	23.1	9.9	
R01488	24.1	9.9	
R01489	-170.4	12.9	
R01490	-1.5	9.9	
R01491	-110.4	12.8	
R01492			uncertainty is too high
R01493			uncertainty is too high
R01494			uncertainty is too high
R01495			uncertainty is too high
R01496			uncertainty is too high
R01497			uncertainty is too high
R01498			uncertainty is too high
R01500			uncertainty is too high
R01501			uncertainty is too high
R01503			uncertainty is too high
R01504			uncertainty is too high
R01505	-25.3	18.7	
R01506	-311.8	12.1	
R01507	-252.4	12.1	
R01508			uncertainty is too high
R01511	-15.4	1.1	
R01512	18.4	0.9	
R01513	34.6	1.1	
R01514	-11.0	1.2	
R01515	-44.8	1.0	
R01516	-8.5	4.6	
R01517	20.9	2.8	
R01518	-4.2	0.7	
R01519	-28.0	6.5	
R01520	-3.4	2.2	
R01521	-2.4	2.2	
R01522	-136.9	8.6	
R01523	-19.0	4.5	
R01524	22.7	3.5	
R01525	23.7	3.5	
R01526	-25.8	3.5	
R01528	11.2	6.3	
R01529	-3.4	2.3	
R01530	2.6	3.4	
R01532			uncertainty is too high
R01533			uncertainty is too high
R01535	3.8	106.1	
R01537			uncertainty is too high
R01538	-32.7	8.9	
R01540	-37.5	7.3	
R01541	-20.5	7.7	
R01542	16.1	7.4	
R01543	19.6	7.4	
R01544	-27.4	7.6	
R01547	-0.5	2.9	
R01548	-14.3	4.8	
R01549	-19.6	7.5	
R01550	-8.5	0.6	
R01553			uncertainty is too high
R01555	2.0	3.0	
R01556	-2.7	7.2	
R01557	-2.9	3.6	
R01558	-19.4	7.2	
R01559	-9.5	7.6	
R01560	-22.9	1.4	
R01561	8.2	2.6	
R01562	-15.8	5.8	
R01563	-30.2	15.0	
R01564	-83.3	17.6	
R01565			uncertainty is too high
R01566	-42.9	11.0	
R01567	-14.9	5.9	
R01568	-12.3	5.9	
R01569	-11.5	5.9	
R01570	4.4	8.9	
R01571	-2.7	6.3	
R01572			uncertainty is too high
R01573	-23.1	4.7	
R01574	-23.6	4.9	
R01575	-22.7	4.9	
R01576	18.5	4.5	
R01577	5.3	1.5	
R01578			uncertainty is too high
R01579	-18.4	7.6	
R01580	-0.6	15.5	
R01581			uncertainty is too high
R01582	8.4	9.8	
R01583	-8.4	2.6	
R01584	43.2	9.5	
R01585	-28.9	8.1	
R01586	0.2	9.6	
R01587	8.9	7.6	
R01588			uncertainty is too high
R01589	-51.1	12.7	
R01590			uncertainty is too high
R01593			uncertainty is too high
R01594			uncertainty is too high
R01595			uncertainty is too high
R01596			uncertainty is too high
R01598	-9.8	4.0	
R01599			uncertainty is too high
R01600	-17.3	0.9	
R01602			uncertainty is too high
R01604	-28.1	8.9	
R01607	-27.1	8.9	
R01608	23.8	5.8	
R01609			uncertainty is too high
R01611			uncertainty is too high
R01613			uncertainty is too high
R01614	-172.2	46.4	
R01615	-11.1	13.3	
R01616	-9.6	12.6	
R01617	-26.5	42.5	
R01618	-48.3	18.4	
R01619			uncertainty is too high
R01620	-34.5	4.3	
R01621	-59.9	3.1	
R01623			uncertainty is too high
R01624			uncertainty is too high
R01625			uncertainty is too high
R01626			uncertainty is too high
R01627	-131.5	14.0	
R01628	-443.3	14.3	
R01629	-453.4	22.0	
R01630	-454.4	22.0	
R01631	-311.8	12.1	
R01632	-252.4	12.1	
R01633	-34.5	20.1	
R01634	-9.8	17.9	
R01635	-9.8	17.9	
R01636			uncertainty is too high
R01637	-204.2	20.3	
R01639	-23.2	4.0	
R01641	3.8	3.8	
R01644	0.2	3.4	
R01645	6.4	5.2	
R01647	-6.4	3.7	
R01648	6.1	2.9	
R01649	-54.0	8.8	
R01650			uncertainty is too high
R01651	-23.8	8.2	
R01652	19.5	8.5	
R01654	-33.6	7.4	
R01655	-5.0	1.8	
R01657	-86.3	11.8	
R01658	-71.2	5.4	
R01659	-71.2	5.4	
R01660	-34.4	6.2	
R01662	-36.3	4.6	
R01663	-24.8	4.9	
R01664	-15.9	4.6	
R01665	-3.2	5.8	
R01666	-10.5	16.4	
R01667	-23.2	5.8	
R01668	-38.1	18.0	
R01669	-8.4	4.9	
R01670	-46.8	5.7	
R01675			uncertainty is too high
R01676			uncertainty is too high
R01677	-1.8	5.4	
R01678	-10.9	2.1	
R01680			uncertainty is too high
R01681			uncertainty is too high
R01682			uncertainty is too high
R01683			uncertainty is too high
R01684			uncertainty is too high
R01685			uncertainty is too high
R01686			uncertainty is too high
R01687			uncertainty is too high
R01688	28.9	6.6	
R01689	72.3	6.4	
R01690			uncertainty is too high
R01694	18.5	5.5	
R01695	-115.9	9.9	
R01696			uncertainty is too high
R01697			uncertainty is too high
R01698	5.2	1.8	
R01699			uncertainty is too high
R01700			uncertainty is too high
R01701			uncertainty is too high
R01702			uncertainty is too high
R01703	-583.2	18.0	
R01704	-36.2	12.2	
R01705			uncertainty is too high
R01706			uncertainty is too high
R01707	-19.6	14.5	
R01708	28.4	4.1	
R01709	-171.2	8.9	
R01710	-95.4	10.2	
R01711	-106.0	9.3	
R01712	0.3	5.8	
R01713	-2.8	6.0	
R01714	-48.7	25.1	
R01715	-23.1	10.3	
R01716	-16.2	6.0	
R01717	1.0	3.4	
R01718	-8.5	1.7	
R01720	29.7	6.7	
R01721			uncertainty is too high
R01722	-0.6	6.2	
R01723	-23.3	6.7	
R01724	2.1	5.8	
R01725	-310.8	11.3	
R01728	-9.0	22.0	
R01730	-8.0	22.0	
R01731	-11.5	39.7	
R01732	6.4	33.7	
R01734	-374.9	25.8	
R01735	-35.5	5.0	
R01736	-30.0	6.0	
R01737	-10.1	6.4	
R01738	25.4	6.5	
R01739	19.2	1.7	
R01740	26.3	6.5	
R01741	1.3	6.2	
R01742			uncertainty is too high
R01745	33.3	3.4	
R01747	34.3	3.4	
R01748	-19.7	1.3	
R01749	43.3	7.6	
R01750	44.3	7.6	
R01751	-14.2	6.8	
R01752	-49.3	3.1	
R01754	-2.5	3.2	
R01757	-7.7	4.3	
R01758	14.9	4.8	
R01759	15.9	4.8	
R01760			uncertainty is too high
R01761	4.9	3.4	
R01762	-198.8	3.2	
R01763	20.9	2.4	
R01764	-13.7	11.6	
R01766	-3.1	10.3	
R01767			uncertainty is too high
R01768	16.8	7.6	
R01769	-116.7	11.2	
R01770	-3.9	3.5	
R01771	-31.2	8.8	
R01773	22.9	3.4	
R01775	23.9	3.4	
R01776	-20.7	9.3	
R01777	-24.3	10.7	
R01778			uncertainty is too high
R01779			uncertainty is too high
R01780			uncertainty is too high
R01781	26.8	4.3	
R01782	14.4	4.3	
R01784	19.8	5.8	
R01785	12.3	4.5	
R01786	-17.3	0.9	
R01787	13.2	2.1	
R01788	-9.1	0.9	
R01790	-272.1	1.6	
R01791	-272.1	1.6	
R01793			uncertainty is too high
R01794			uncertainty is too high
R01795			uncertainty is too high
R01797			uncertainty is too high
R01798			uncertainty is too high
R01799			uncertainty is too high
R01800			uncertainty is too high
R01801			uncertainty is too high
R01802			uncertainty is too high
R01803			uncertainty is too high
R01804	61.9	2.1	
R01805	-14.5	9.5	
R01806	8.1	5.6	
R01807	5.4	5.2	
R01808	0.6	5.2	
R01810			uncertainty is too high
R01811	7.8	1.7	
R01812			uncertainty is too high
R01813			uncertainty is too high
R01814			uncertainty is too high
R01815			uncertainty is too high
R01816			uncertainty is too high
R01817	12.9	3.3	
R01818	4.3	3.0	
R01819	-0.7	2.3	
R01821	-255.5	1.9	
R01823	247.3	2.6	
R01824			uncertainty is too high
R01825	-41.5	4.4	
R01826	-69.4	4.7	
R01827	-0.7	2.8	
R01829	12.4	5.6	
R01830	10.0	3.8	
R01833			uncertainty is too high
R01834			uncertainty is too high
R01835			uncertainty is too high
R01836	3.1	1.7	
R01837			uncertainty is too high
R01838	4.1	1.8	
R01840			uncertainty is too high
R01841			uncertainty is too high
R01842			uncertainty is too high
R01843	-8.3	5.7	
R01844	-9.0	5.0	
R01845	-18.1	5.7	
R01850			uncertainty is too high
R01851	-52.0	12.5	
R01853			uncertainty is too high
R01854			uncertainty is too high
R01855			uncertainty is too high
R01856			uncertainty is too high
R01857	2.7	4.7	
R01858			uncertainty is too high
R01859	-1.9	10.4	
R01860	-11.1	12.9	
R01861			uncertainty is too high
R01862			uncertainty is too high
R01863	9.2	2.1	
R01866	13.8	2.5	
R01867	-50.4	4.7	
R01868			uncertainty is too high
R01869	12.8	2.4	
R01870	-14.4	2.6	
R01872	16.7	5.8	
R01873	-42.4	45.1	
R01874	6.8	8.8	
R01875			uncertainty is too high
R01876	0.5	2.6	
R01877	-13.4	15.1	
R01878	-15.8	2.2	
R01879	-452.8	17.7	
R01880			uncertainty is too high
R01881	13.2	0.4	
R01882	-39.6	0.7	
R01883			uncertainty is too high
R01884	2.8	8.4	
R01885	-10.5	7.6	
R01886	0.6	22.4	
R01887			uncertainty is too high
R01888	4.4	40.5	
R01889	-16.4	43.9	
R01890	3.1	5.8	
R01891			uncertainty is too high
R01892			uncertainty is too high
R01895	19.7	2.1	
R01896	20.2	1.9	
R01898	-2.9	3.5	
R01899	21.9	5.2	
R01900	0.7	2.2	
R01901	-21.5	5.0	
R01902	-24.3	5.1	
R01903	29.8	5.1	
R01904	20.7	2.6	
R01905	-5.9	7.7	
R01906	-12.7	4.9	
R01908	-22.0	13.2	
R01909	-9.1	4.3	
R01910	-106.9	9.0	
R01911	17.3	4.3	
R01912	-15.6	5.5	
R01913	-576.8	8.5	
R01914	-91.9	18.7	
R01915			uncertainty is too high
R01917	-23.7	21.4	
R01918	-2.7	31.8	
R01919	0.4	29.3	
R01920			uncertainty is too high
R01921	26.6	4.1	
R01922			uncertainty is too high
R01923	2.0	5.8	
R01924			uncertainty is too high
R01925	-1.1	5.8	
R01926	-10.1	21.3	
R01928	-22.0	22.2	
R01929			uncertainty is too high
R01930			uncertainty is too high
R01931			uncertainty is too high
R01932	-25.4	3.2	
R01933	-33.0	7.3	
R01934	9.6	8.5	
R01936	-12.7	9.8	
R01937	88.1	6.4	
R01938	89.0	6.4	
R01939	-0.7	5.8	
R01940			uncertainty is too high
R01941	-11.0	18.6	
R01942			uncertainty is too high
R01943	-9.5	18.1	
R01944	-25.9	39.8	
R01945	19.6	37.9	
R01946	-2.6	38.0	
R01951	-2.6	6.1	
R01952			uncertainty is too high
R01954	1.7	2.9	
R01956	-7.4	13.1	
R01957	-15.4	13.4	
R01959	-32.0	14.6	
R01960	-443.3	16.6	
R01961	-9.1	5.8	
R01962	-162.3	10.4	
R01963			uncertainty is too high
R01964	-12.8	6.4	
R01965	-12.2	6.7	
R01966	43.4	3.8	
R01967			uncertainty is too high
R01968	-14.4	4.6	
R01969			uncertainty is too high
R01971	-14.0	5.8	
R01972			uncertainty is too high
R01973			uncertainty is too high
R01974	4.7	6.7	
R01975	18.0	2.4	
R01976	19.0	2.5	
R01977	19.4	7.1	
R01978	16.9	30.5	
R01980	-6.7	3.4	
R01981	-28.1	3.3	
R01982	-571.5	3.5	
R01983	1.4	4.1	
R01984	31.1	5.0	
R01986	-46.5	5.5	
R01987	19.5	4.4	
R01989	41.1	15.0	
R01990	-69.7	12.0	
R01991	-31.0	5.8	
R01992	-3.4	18.3	
R01993	-3.6	3.4	
R01994			uncertainty is too high
R01995			uncertainty is too high
R01996			uncertainty is too high
R01997			uncertainty is too high
R01998			uncertainty is too high
R01999			uncertainty is too high
R02000			uncertainty is too high
R02002			uncertainty is too high
R02003	-72.9	20.4	
R02004			uncertainty is too high
R02006			uncertainty is too high
R02007			uncertainty is too high
R02008	-64.0	21.1	
R02009	-23.3	17.7	
R02010	-255.1	20.7	
R02011			uncertainty is too high
R02012			uncertainty is too high
R02013	-178.6	19.5	
R02014	40.1	9.7	
R02016	13.0	5.9	
R02017	43.2	8.8	
R02018	38.5	18.5	
R02019	37.4	7.7	
R02020			uncertainty is too high
R02021	-33.1	15.6	
R02022	34.6	19.4	
R02023	34.4	19.5	
R02024	39.4	7.6	
R02025			uncertainty is too high
R02026			uncertainty is too high
R02027			uncertainty is too high
R02029			uncertainty is too high
R02030			uncertainty is too high
R02032	20.8	3.9	
R02034	21.7	3.9	
R02035	-20.9	3.3	
R02036	-43.1	5.1	
R02037			uncertainty is too high
R02038	0.9	5.8	
R02039			uncertainty is too high
R02040			uncertainty is too high
R02041			uncertainty is too high
R02042			uncertainty is too high
R02047	21.4	3.4	
R02050	-0.7	4.5	
R02051			uncertainty is too high
R02052			uncertainty is too high
R02053			uncertainty is too high
R02054			uncertainty is too high
R02055			uncertainty is too high
R02056			uncertainty is too high
R02057			uncertainty is too high
R02058	-23.2	7.5	
R02059	-6.8	7.5	
R02060	-2.8	3.4	
R02061	-72.9	29.7	
R02063	-180.6	32.5	
R02064	-415.4	52.1	
R02065	-146.0	58.0	
R02068			uncertainty is too high
R02071	-12.3	4.9	
R02073	-2.5	4.3	
R02075	-251.2	12.5	
R02076	-251.2	12.5	
R02077	-7.4	16.8	
R02078	-453.2	16.3	
R02080	-21.1	17.6	
R02081	6.2	5.2	
R02082	8.2	5.3	
R02083	-21.3	30.7	
R02084	-3.2	5.6	
R02085	3.1	32.1	
R02087	2.2	5.8	
R02088	-16.9	5.0	
R02089	-9.5	5.0	
R02090	0.1	5.8	
R02091			uncertainty is too high
R02092	-23.3	5.8	
R02093	2.8	5.1	
R02094	-3.1	5.8	
R02095	-29.2	5.1	
R02096	-14.0	6.3	
R02097	-19.4	8.1	
R02098	-0.6	16.9	
R02099	-12.8	16.3	
R02100	-38.2	17.8	
R02101	-44.0	16.9	
R02102	-13.6	16.3	
R02103	-21.2	9.1	
R02106	32.2	26.0	
R02107	-154.7	12.3	
R02108			uncertainty is too high
R02109			uncertainty is too high
R02110			uncertainty is too high
R02111			uncertainty is too high
R02112			uncertainty is too high
R02113	-11.5	171.5	
R02114			uncertainty is too high
R02115			uncertainty is too high
R02116	1382.4	91.7	
R02118	-19.0	17.4	
R02119	-21.2	17.4	
R02120	247.3	2.6	
R02122			uncertainty is too high
R02123	-38.4	5.0	
R02124	11.4	3.4	
R02125	-171.8	9.6	
R02126	7.7	5.8	
R02127			uncertainty is too high
R02128			uncertainty is too high
R02129	-45.2	8.2	
R02130			uncertainty is too high
R02131			uncertainty is too high
R02132			uncertainty is too high
R02133			uncertainty is too high
R02134			uncertainty is too high
R02135			uncertainty is too high
R02136	-22.5	4.4	
R02137	1.6	5.0	
R02138	-5.6	42.7	
R02139	41.8	16.3	
R02141	4.9	12.6	
R02142	22.1	12.6	
R02143	-2.2	6.8	
R02144			uncertainty is too high
R02145			uncertainty is too high
R02147	11.3	4.1	
R02148			uncertainty is too high
R02150	-94.0	18.0	
R02152	-20.7	16.8	
R02155			uncertainty is too high
R02156			uncertainty is too high
R02157			uncertainty is too high
R02158			uncertainty is too high
R02159			uncertainty is too high
R02160			uncertainty is too high
R02161			uncertainty is too high
R02163	84.7	5.9	
R02164	-21.5	7.1	
R02165	-60.9	10.2	
R02166			uncertainty is too high
R02167	-10.9	3.5	
R02168	-17.2	7.3	
R02170			uncertainty is too high
R02171	-11.7	20.5	
R02172	3.5	20.6	
R02173	-94.4	18.9	
R02174			uncertainty is too high
R02175			uncertainty is too high
R02177	7.3	31.8	
R02178	-404.7	32.1	
R02179	-11.5	32.5	
R02180			uncertainty is too high
R02181			uncertainty is too high
R02182			uncertainty is too high
R02183			uncertainty is too high
R02184	872.2	1.1	
R02185	-889.5	1.3	
R02186	871.8	42.9	
R02187	-889.5	1.3	
R02188	853.7	1.4	
R02189	-889.5	1.3	
R02190			uncertainty is too high
R02191			uncertainty is too high
R02192			uncertainty is too high
R02193	-4.8	3.4	
R02194	-9.5	18.3	
R02195	19.6	38.4	
R02196	33.3	6.9	
R02197	-100.2	10.7	
R02199	-4.7	6.9	
R02200	7.9	10.3	
R02201	22.3	2.5	
R02203	23.3	2.4	
R02204	-82.3	15.9	
R02205	34.1	14.8	
R02206			uncertainty is too high
R02207			uncertainty is too high
R02208			uncertainty is too high
R02209			uncertainty is too high
R02210			uncertainty is too high
R02211			uncertainty is too high
R02212			uncertainty is too high
R02213			uncertainty is too high
R02214			uncertainty is too high
R02215			uncertainty is too high
R02216			uncertainty is too high
R02218			uncertainty is too high
R02219			uncertainty is too high
R02220	-11.1	30.1	
R02221	-6.7	4.6	
R02222			uncertainty is too high
R02223	-68.4	43.6	
R02224	-70.3	43.6	
R02225	2.2	53.9	
R02226			uncertainty is too high
R02227	2.3	53.9	
R02228	-28.6	53.9	
R02229	-8.6	2.9	
R02231	-361.8	16.0	
R02232	-10.9	45.0	
R02233	-117.5	32.4	
R02234			uncertainty is too high
R02235	19.6	6.2	
R02236	20.6	6.2	
R02237			uncertainty is too high
R02238	-14.1	6.7	
R02239			uncertainty is too high
R02240			uncertainty is too high
R02241			uncertainty is too high
R02242			uncertainty is too high
R02243	-17.0	7.2	
R02244	3.7	5.5	
R02245	-13.5	6.0	
R02246	89.9	6.1	
R02247	90.8	6.1	
R02248			uncertainty is too high
R02249			uncertainty is too high
R02250			uncertainty is too high
R02251			uncertainty is too high
R02252	57.6	8.1	
R02253	-437.7	10.7	
R02254	-437.7	10.7	
R02255	-3.9	9.2	
R02256	6.2	10.6	
R02257	32.5	3.0	
R02258	30.3	4.0	
R02259	33.5	2.9	
R02260	11.7	4.2	
R02261	18.0	4.6	
R02262	19.8	5.8	
R02263	6.4	5.8	
R02264			uncertainty is too high
R02265			uncertainty is too high
R02266			uncertainty is too high
R02267			uncertainty is too high
R02268			uncertainty is too high
R02269	-7.9	3.4	
R02271	0.6	5.1	
R02272	7.5	5.2	
R02273	-11.1	8.5	
R02274	-0.1	5.3	
R02276	-7.6	6.9	
R02277			uncertainty is too high
R02278	-34.1	5.5	
R02279	-53.3	8.2	
R02280	26.6	7.7	
R02281			uncertainty is too high
R02282	3.1	5.8	
R02283	-11.0	6.5	
R02284	-1.4	5.8	
R02285			uncertainty is too high
R02286			uncertainty is too high
R02287	3.7	4.1	
R02288			uncertainty is too high
R02289			uncertainty is too high
R02291	-14.4	3.4	
R02292	-115.2	12.0	
R02293	19.8	9.4	
R02294	-15.2	5.8	
R02295	4.2	17.2	
R02296	14.7	4.6	
R02297	10.9	5.8	
R02298	16.5	20.6	
R02300			uncertainty is too high
R02301			uncertainty is too high
R02302			uncertainty is too high
R02303	2.6	30.0	
R02305			uncertainty is too high
R02306	-307.2	32.6	
R02307			uncertainty is too high
R02309	-1036.8	27.0	
R02310	8.6	28.0	
R02311	-351.8	43.8	
R02313	36.3	6.0	
R02315	37.2	6.0	
R02317	-11.7	13.1	
R02318	0.0	7.8	
R02319			uncertainty is too high
R02320			uncertainty is too high
R02321			uncertainty is too high
R02322	5.0	10.7	
R02323	5.6	9.8	
R02324	-32.0	9.9	
R02325	-24.7	19.3	
R02326	4.3	4.7	
R02327	-20.8	21.5	
R02328	-2.0	5.8	
R02329	-8.1	4.9	
R02330	-28.2	18.6	
R02331	1.8	18.6	
R02332	-18.3	22.7	
R02334			uncertainty is too high
R02335	96.6	7.5	
R02336			uncertainty is too high
R02337			uncertainty is too high
R02338	-339.5	12.5	
R02339	-454.5	12.6	
R02340	19.2	5.8	
R02341	2.3	14.9	
R02343	20.6	5.7	
